City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,prabumulih,-3.45,104.25,86.0,71,82,2.51,ID,1708486170
148,boyolangu,-8.1181,111.8935,86.25,73,24,5.7,ID,1708486170
149,porto seguro,-16.4497,-39.0647,75.72,94,75,8.05,BR,1708486171
150,hobyo,5.3505,48.5268,78.91,79,96,13.53,SO,1708486171
151,kodiak,57.79,-152.4072,35.11,69,40,6.91,US,1708486171
152,manacapuru,-3.2997,-60.6206,77.38,71,44,5.26,BR,1708486171
153,benjamin hill,30.1667,-111.1,67.64,18,88,6.17,MX,1708486171
154,labytnangi,66.6572,66.4183,18.05,87,100,18.61,RU,1708486171
155,tokar,18.4254,37.729,73.17,73,100,14.54,SD,1708486171
156,moussoro,13.6408,16.4901,72.37,13,10,11.39,TD,1708486172
157,broome,42.2506,-75.833,32.38,72,0,5.75,US,1708486172
158,praia da vitoria,38.7333,-27.0667,62.76,82,20,15.88,PT,1708486172
159,east london,-33.0153,27.9116,69.26,86,49,15.52,ZA,1708486172
160,porto novo,6.4965,2.6036,82.22,84,9,4.97,BJ,1708486172
161,harstad,68.799,16.5293,33.19,91,100,21.0,NO,1708486172
162,maintirano,-18.0667,44.0167,77.68,87,9,8.16,MG,1708486172
163,kikwit,-5.041,18.8162,72.0,95,80,2.93,CD,1708486172
164,mahibadhoo,3.7833,72.9667,82.18,78,30,15.88,MV,1708486173
165,arkhangel'sk,64.5401,40.5433,10.51,92,100,2.24,RU,1708486173
166,hithadhoo,-0.6,73.0833,83.52,76,99,6.58,MV,1708486173
167,lubango,-14.9172,13.4925,66.06,82,100,5.75,AO,1708486173
168,santo antonio do ica,-3.1022,-67.9397,76.66,94,91,1.39,BR,1708486173
169,onega,63.9061,38.1404,18.18,97,100,4.38,RU,1708486173
170,hailar,49.2,119.7,-7.35,84,7,12.57,CN,1708486173
171,guerrero negro,27.9769,-114.0611,60.42,72,93,11.72,MX,1708486174
172,gadzhiyevo,69.2551,33.3362,2.34,97,61,8.68,RU,1708486174
173,mpika,-11.8343,31.4529,60.94,92,97,3.22,ZM,1708486174
174,berbesti,44.9833,23.8833,41.38,80,100,0.67,RO,1708486174
175,east ballina,-28.8667,153.5833,85.8,66,76,8.48,AU,1708486174
176,santa ana,33.7456,-117.8678,58.73,94,75,4.61,US,1708486089
177,punta arenas,-53.15,-70.9167,42.91,81,0,9.22,CL,1708485882
178,remire-montjoly,4.9167,-52.2667,78.84,78,75,4.61,GF,1708486175
179,smithers,54.7804,-127.1743,26.92,86,0,3.44,CA,1708486175
180,labuan,5.2767,115.2417,88.16,66,20,4.61,MY,1708486175
181,sisimiut,66.9395,-53.6735,15.84,82,100,9.71,GL,1708486175
182,new norfolk,-42.7826,147.0587,80.92,38,79,5.93,AU,1708486175
183,alofi,-19.0595,-169.9187,84.09,89,75,10.36,NU,1708486175
184,ketchikan,55.3422,-131.6461,37.38,93,0,0.0,US,1708486175
185,mossel bay,-34.1831,22.146,64.33,81,25,7.56,ZA,1708486176
186,yigo village,13.5361,144.8886,83.52,63,75,21.85,GU,1708486176
187,chos malal,-37.3781,-70.2709,67.66,45,0,6.08,AR,1708486176
188,inderbor,48.55,51.7833,16.12,64,15,8.12,KZ,1708486176
189,ambovombe,-25.1667,46.0833,71.04,78,32,4.45,MG,1708486176
190,tralee,52.2704,-9.7026,47.3,98,100,7.52,IE,1708486176
191,al hufuf,25.3646,49.5653,55.74,67,0,3.44,SA,1708486176
192,tselinnoye,53.0833,85.6667,-19.75,100,89,3.96,RU,1708486176
193,hamilton,39.1834,-84.5333,46.99,53,0,4.61,US,1708485928
194,hermanus,-34.4187,19.2345,64.8,82,91,9.24,ZA,1708486177
195,marysville,48.0518,-122.1771,52.61,84,100,9.22,US,1708486177
196,sur,22.5667,59.5289,72.18,63,7,1.1,OM,1708486177
197,wailua homesteads,22.0669,-159.378,77.43,60,0,8.05,US,1708486177
198,port alfred,-33.5906,26.891,67.17,88,64,8.01,ZA,1708486177
199,olonkinbyen,70.9221,-8.7187,32.07,99,100,15.17,SJ,1708485927
200,keflavik,64.0049,-22.5624,37.31,86,100,16.11,IS,1708486178
201,talnakh,69.4865,88.3972,2.21,87,100,19.73,RU,1708486178
202,klaksvik,62.2266,-6.589,43.72,92,100,28.16,FO,1708486178
203,yaren,-0.5472,166.916,85.24,74,19,15.82,NR,1708486178
204,riachao das neves,-11.7461,-44.91,70.86,99,100,2.86,BR,1708486178
205,luderitz,-26.6481,15.1594,64.33,63,4,17.43,NA,1708486178
206,lazaro cardenas,17.9583,-102.2,75.22,74,0,4.38,MX,1708486178
207,edd,13.9297,41.6925,77.79,81,24,5.01,ER,1708486178
208,flying fish cove,-10.4217,105.6791,87.48,70,40,3.44,CX,1708486179
209,lobujya,27.95,86.8167,10.38,88,94,10.31,NP,1708486179
210,lompoc,34.6391,-120.4579,58.89,86,100,5.75,US,1708486179
211,fort st. john,56.2499,-120.8529,28.29,64,40,4.61,CA,1708486119
212,lihue,21.9789,-159.3672,78.04,59,0,8.05,US,1708486179
213,cururupu,-1.8283,-44.8683,74.26,94,100,1.79,BR,1708486179
214,terbanggi besar,-4.8667,105.2333,85.39,73,42,5.73,ID,1708486179
215,port lincoln,-34.7333,135.8667,79.57,49,32,0.76,AU,1708486179
216,kolomna,55.0794,38.7783,12.06,96,94,7.0,RU,1708486179
217,kavieng,-2.5744,150.7967,82.11,82,99,11.05,PG,1708486180
218,inhambane,-23.865,35.3833,76.41,82,37,6.31,MZ,1708486180
219,kailua-kona,19.6406,-155.9956,78.76,66,75,5.75,US,1708486124
220,yaring,6.8662,101.3689,83.75,65,16,8.14,TH,1708486180
221,bardai,11.65,7.2333,69.62,17,94,8.46,NG,1708486180
222,holualoa,19.6228,-155.9522,75.04,68,75,5.75,US,1708486180
223,ta`u,-14.2336,-169.5144,82.6,81,100,16.37,AS,1708486180
224,severobaykal'sk,55.65,109.3167,-10.5,90,78,2.62,RU,1708486180
225,monteagudo,-19.8167,-63.9833,69.69,74,96,2.95,BO,1708486181
226,lospalos,-8.5186,127.0025,84.43,63,36,15.82,TL,1708485981
227,bhaisa,19.1,77.9667,78.76,26,71,3.67,IN,1708486181
228,mogoytuy,51.2833,114.9167,-0.71,68,0,11.05,RU,1708486181
229,nova xavantina,-14.6667,-52.35,73.4,97,100,5.06,BR,1708486181
230,anadyr,64.75,177.4833,1.9,84,75,6.71,RU,1708486181
231,lebu,-37.6167,-73.65,57.29,95,24,9.55,CL,1708486181
232,obihiro,42.9172,143.2044,26.01,38,75,14.45,JP,1708486181
233,songea,-10.6833,35.65,64.96,95,97,1.21,TZ,1708486181
234,lodja,-3.4833,23.4333,71.56,97,100,2.75,CD,1708486182
235,umm kaddadah,13.6017,26.6876,66.54,18,100,15.95,SD,1708486182
236,sabang,5.8933,95.3214,81.39,79,44,3.31,ID,1708486182
237,carutapera,-1.195,-46.02,76.66,85,97,5.39,BR,1708486182
238,krasnokholm,51.5979,54.1567,-10.73,96,21,6.4,RU,1708486182
239,conduaga,8.862,117.4893,88.0,58,11,4.85,PH,1708486182
240,cabeceiras de basto,41.5208,-7.972,48.78,71,100,1.88,PT,1708486182
241,havre,49.5833,0.3333,49.19,87,100,10.36,FR,1708486183
242,kapa'a,22.0752,-159.319,78.78,59,0,8.05,US,1708486183
243,mount pearl,47.5166,-52.7813,16.95,80,40,35.68,CA,1708486183
244,belmonte,-15.8631,-38.8828,79.11,88,100,9.22,BR,1708486183
245,matthew town,20.95,-73.6667,74.14,77,100,13.47,BS,1708486183
246,nioki,-2.7167,17.6833,74.98,91,100,3.38,CD,1708486183
247,ust-nera,64.5667,143.2,-20.09,92,70,3.56,RU,1708486183
248,kuala tungkal,-0.8167,103.4667,82.81,81,88,4.65,ID,1708486183
249,uturoa,-16.7333,-151.4333,82.49,74,82,7.61,PF,1708486184
250,long beach,33.767,-118.1892,59.13,95,100,5.75,US,1708485536
251,salym,60.0625,71.4789,-5.6,80,97,10.31,RU,1708486184
252,selkirk,50.1436,-96.8845,21.27,80,95,4.07,CA,1708486184
253,punta cana,18.5818,-68.4043,73.17,94,20,6.91,DO,1708486164
254,iwanai,42.9744,140.5089,24.76,60,100,12.64,JP,1708486184
255,ciudad bolivar,8.1222,-63.5497,81.37,53,54,13.51,VE,1708486087
256,mocorito,25.4833,-107.9167,63.21,50,0,1.16,MX,1708486184
257,sungai penuh,-2.0833,101.3833,78.03,69,85,2.44,ID,1708486184
258,arawa,-6.2132,155.5367,85.15,80,74,1.05,PG,1708486185
259,badger,64.8,-147.5333,46.65,58,75,3.44,US,1708486111
260,twon-brass,4.3151,6.2418,83.37,81,65,9.53,NG,1708486185
261,prado,-17.3411,-39.2208,75.7,95,100,8.41,BR,1708486185
262,huangshan,29.7114,118.3125,50.0,95,100,5.66,CN,1708486185
263,milove,49.3787,40.1302,22.15,87,100,6.85,UA,1708486185
264,berdigestyakh,62.0989,126.6992,-14.8,93,100,10.33,RU,1708486185
265,lorengau,-2.0226,147.2712,78.71,91,100,8.03,PG,1708486186
266,uzgen,40.7699,73.3007,19.69,75,55,5.57,KG,1708486191
267,puerto aysen,-45.4,-72.7,59.72,100,100,3.53,CL,1708486191
268,sola,-13.8833,167.55,84.0,74,100,1.3,VU,1708486191
269,kuching,1.55,110.3333,88.02,74,40,7.0,MY,1708486191
270,clarence town,-32.5833,151.7833,81.14,54,100,4.29,AU,1708486191
271,novodvinsk,64.4165,40.8122,10.15,99,96,3.09,RU,1708486191
272,portland,45.5234,-122.6762,50.81,84,100,9.22,US,1708485590
273,tazovsky,67.4667,78.7,8.49,92,100,24.7,RU,1708486191
274,cabo san lucas,22.8909,-109.9124,76.3,46,0,5.75,MX,1708486192
275,phongsali,21.6833,102.1058,69.94,26,0,2.1,LA,1708486192
276,berezovo,63.9381,65.0419,17.22,88,100,17.67,RU,1708486192
277,rurrenabaque,-14.4413,-67.5278,72.64,99,99,0.25,BO,1708486192
278,ishikawa,26.4233,127.8214,84.94,63,40,13.8,JP,1708486192
279,petropavlovsk-kamchatsky,53.0452,158.6483,16.39,72,75,44.0,RU,1708486192
280,kizilcahamam,40.4697,32.6506,29.82,80,6,1.72,TR,1708486192
281,atafu village,-8.5421,-172.5159,84.07,73,15,4.32,TK,1708486192
282,vico del gargano,41.8983,15.9576,42.26,78,2,5.12,IT,1708486193
283,vila franca do campo,37.7167,-25.4333,64.89,99,99,10.02,PT,1708486193
284,marsa alam,25.0757,34.8918,65.48,56,99,11.43,EG,1708486193
285,vilyuysk,63.7553,121.6247,-10.52,96,100,7.63,RU,1708486193
286,okha,53.5739,142.9478,-6.83,76,52,20.96,RU,1708486193
287,andergrove,-21.0833,149.1833,91.65,65,99,8.97,AU,1708486193
288,rawson,-43.3002,-65.1023,67.96,64,100,4.68,AR,1708486193
289,diffa,13.3154,12.6113,71.4,17,5,9.8,NE,1708486193
290,umea,63.8284,20.2597,30.13,100,100,10.36,SE,1708486194
291,al kharijah,25.4514,30.5464,52.66,50,9,8.21,EG,1708486194
292,pacific grove,36.6177,-121.9166,55.09,89,100,6.91,US,1708486194
293,mil'kovo,55.6078,37.7956,19.8,97,86,6.89,RU,1708486194
294,reguiba,33.5639,6.7033,50.05,81,0,4.61,DZ,1708486194
295,rock forest,45.3702,-71.99,13.37,85,38,4.61,CA,1708486194
296,kudymkar,59.0173,54.656,5.52,95,99,9.42,RU,1708486194
297,al jawf,29.5,38.75,49.84,50,0,7.09,SA,1708486194
298,christchurch,-43.5333,172.6333,68.41,47,11,12.66,NZ,1708486072
299,itoman,26.1247,127.6694,84.97,71,20,16.11,JP,1708486195
300,inarajan village,13.2736,144.7484,85.17,75,64,21.0,GU,1708486195
301,udachny,66.4167,112.4,-6.56,83,87,12.17,RU,1708486195
302,utrik,11.2278,169.8474,80.02,81,75,17.6,MH,1708486195
303,santiago de cao,-7.9589,-79.2392,77.13,78,75,6.91,PE,1708486195
304,sinton,28.0367,-97.5092,66.85,86,0,12.33,US,1708486195
305,nobeoka,32.5833,131.6667,66.99,96,100,8.01,JP,1708486195
306,maraial,-8.7825,-35.8089,75.97,92,100,2.98,BR,1708486195
307,trujillo,-8.116,-79.03,76.96,78,75,6.91,PE,1708486195
308,bologoye,57.8799,34.1068,10.51,97,100,5.19,RU,1708486196
309,celestun,20.8667,-90.4,68.04,74,0,11.52,MX,1708486196
310,ningyang,35.7642,116.7914,24.33,78,100,15.39,CN,1708486196
311,necochea,-38.5473,-58.7368,69.73,66,97,8.77,AR,1708486196
312,arish,31.1316,33.7984,57.79,64,68,2.37,EG,1708486196
313,fort mcmurray,56.7268,-111.381,26.11,58,100,2.3,CA,1708486002
314,hammerfest,70.6634,23.6821,18.05,93,100,9.22,NO,1708486196
315,ambodifotatra,-16.9833,49.85,77.05,94,75,9.22,MG,1708486196
316,coyhaique,-45.5752,-72.0662,59.61,88,100,5.75,CL,1708486197
317,zouerate,22.7187,-12.4521,64.92,21,0,9.93,MR,1708486197
318,ar ruways,24.1103,52.7306,65.73,67,0,14.76,AE,1708486197
319,kabompo,-13.5927,24.2008,64.44,78,40,4.43,ZM,1708486197
320,richards bay,-28.783,32.0377,71.17,84,8,8.05,ZA,1708486197
321,twardogora,51.3649,17.4688,44.37,88,100,9.66,PL,1708486197
322,san jorge,-31.8962,-61.8598,76.84,58,97,1.23,AR,1708486197
323,patong,7.8961,98.2966,89.74,72,28,3.02,TH,1708486197
324,ribeira brava,32.65,-17.0667,65.03,81,20,5.79,PT,1708486197
325,cuito,-12.3833,16.9333,60.22,90,100,2.01,AO,1708486198
326,kotlas,61.2611,46.6556,20.05,86,100,11.01,RU,1708486173
327,grand island,40.925,-98.342,52.29,49,0,8.05,US,1708486198
328,ola,59.5833,151.2833,-2.87,68,100,12.41,RU,1708485898
329,arno,60.1167,18.6333,29.79,95,100,8.68,SE,1708486198
330,nadym,65.5333,72.5167,13.84,93,100,27.11,RU,1708486198
331,wenchang,30.904,118.4887,36.73,93,100,8.66,CN,1708486198
332,midvagur,62.0511,-7.1939,43.63,87,100,23.02,FO,1708486198
333,mulayjah,27.271,48.4242,59.49,47,41,2.08,SA,1708486198
334,peace river,56.2501,-117.286,26.91,68,100,2.3,CA,1708486113
335,bubaque,11.2833,-15.8333,80.82,63,91,5.79,GW,1708486199
336,altai,46.3722,96.2583,-10.44,90,100,4.81,MN,1708486199
337,baotou,40.6522,109.8222,19.18,72,100,4.32,CN,1708486199
338,san antonio de pale,-1.4014,5.6325,83.61,79,95,3.67,GQ,1708486199
339,dunedin,-45.8742,170.5036,61.81,69,32,5.01,NZ,1708486199
340,penha,-26.7694,-48.6458,76.87,83,40,4.61,BR,1708486199
341,stephenville,32.2207,-98.2023,67.14,60,0,8.05,US,1708486199
342,castelli,-25.9468,-60.6195,76.91,57,35,3.96,AR,1708486200
343,nova borova,50.693,28.6345,35.94,98,100,6.87,UA,1708486200
344,ancud,-41.8697,-73.8203,58.24,96,83,7.49,CL,1708486200
345,cill airne,52.05,-9.5167,50.94,97,100,7.9,IE,1708486200
346,argo,37.6333,22.7333,47.79,82,96,0.65,GR,1708486200
347,kone,-21.0595,164.8658,88.72,61,65,6.96,NC,1708486200
348,dryden,49.7833,-92.7503,26.89,74,20,5.75,CA,1708486200
349,misratah,32.3754,15.0925,58.5,68,100,9.53,LY,1708486201
350,orsta,62.2029,6.1272,43.21,93,75,2.3,NO,1708486201
351,alice springs,-23.7,133.8833,98.15,19,40,14.97,AU,1708486201
352,pontes e lacerda,-15.2261,-59.3353,72.0,99,100,4.36,BR,1708486201
353,terenos,-20.4422,-54.8603,76.71,78,0,4.61,BR,1708486202
354,terracina,41.2863,13.2217,50.59,67,0,7.18,IT,1708486203
355,kendraparha,20.5,86.4167,87.19,37,5,4.29,IN,1708486205
356,dubai,25.2582,55.3047,71.53,64,20,11.5,AE,1708485912
357,temerluh,3.4506,102.4176,85.98,87,70,3.0,MY,1708486206
358,chinde,26.8418,88.0763,52.11,34,11,6.17,NP,1708486206
